"rules","support","confidence","lift"
"{倍的认识,时、分、秒,万以内的加法和减法（二）,万以内的加法和减法（一）,测量} => {多位数乘一位数}",0.019,1,7.333
"{倍的认识,多位数乘一位数,时、分、秒,万以内的加法和减法（二）} => {万以内的加法和减法（一）,测量}",0.019,1,6.417
"{多位数乘一位数,时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（一）,测量} => {万以内的加法和减法（二）}",0.019,1,2.61
"{多位数乘一位数,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）,万以内的加法和减法（一）,测量} => {时、分、秒}",0.019,1,3.667
"{时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）,万以内的加法和减法（一）,测量} => {多位数乘一位数}",0.019,1,7.333
"{多位数乘一位数,时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）} => {万以内的加法和减法（一）,测量}",0.019,1,6.417
"{两位数乘两位数,面积,数学广角,位置与方向,除数是一位数的除法,统计,小数的初步认识,解决问题} => {年、月、日}",0.13,1,2.75
"{两位数乘两位数,面积,年、月、日,数学广角,小数的初步认识,解决问题} => {位置与方向,除数是一位数的除法,统计}",0.13,1,2.75
"{两位数乘两位数,面积,年、月、日,位置与方向,除数是一位数的除法,统计,小数的初步认识,解决问题} => {数学广角}",0.13,1,3.949
"{年、月、日,数学广角,位置与方向,除数是一位数的除法,统计,小数的初步认识,解决问题} => {两位数乘两位数,面积}",0.13,1,7
"{两位数乘两位数,面积,年、月、日,数学广角,位置与方向,除数是一位数的除法,统计} => {小数的初步认识,解决问题}",0.13,1,7.7
"{测量,多位数乘一位数,分数的初步认识,可能性,四边形,有余数的除法} => {时、分、秒}",0.117,1,3.667
"{多位数乘一位数,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法} => {测量}",0.117,1,4.4
"{测量,多位数乘一位数,分数的初步认识,可能性,时、分、秒} => {四边形,有余数的除法}",0.117,1,4.4
"{测量,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法} => {多位数乘一位数}",0.117,1,7.333
"{测量,多位数乘一位数,时、分、秒,四边形,有余数的除法} => {分数的初步认识,可能性}",0.117,1,8.556
"{测量,多位数乘一位数,分数的初步认识,可能性,四边形,有余数的除法} => {万以内的加法和减法（二）}",0.117,1,2.61
"{多位数乘一位数,分数的初步认识,可能性,四边形,有余数的除法,万以内的加法和减法（二）} => {测量}",0.117,1,4.4
"{测量,多位数乘一位数,分数的初步认识,可能性,万以内的加法和减法（二）} => {四边形,有余数的除法}",0.117,1,4.4
"{测量,分数的初步认识,可能性,四边形,有余数的除法,万以内的加法和减法（二）} => {多位数乘一位数}",0.117,1,7.333
"{测量,多位数乘一位数,四边形,有余数的除法,万以内的加法和减法（二）} => {分数的初步认识,可能性}",0.117,1,8.556
"{多位数乘一位数,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法} => {万以内的加法和减法（二）}",0.117,1,2.61
"{多位数乘一位数,分数的初步认识,可能性,四边形,有余数的除法,万以内的加法和减法（二）} => {时、分、秒}",0.117,1,3.667
"{多位数乘一位数,分数的初步认识,可能性,时、分、秒,万以内的加法和减法（二）} => {四边形,有余数的除法}",0.117,1,4.4
"{分数的初步认识,可能性,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {多位数乘一位数}",0.117,1,7.333
"{多位数乘一位数,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {分数的初步认识,可能性}",0.117,1,8.556
"{测量,多位数乘一位数,分数的初步认识,可能性,时、分、秒} => {万以内的加法和减法（二）}",0.117,1,2.61
"{测量,多位数乘一位数,分数的初步认识,可能性,万以内的加法和减法（二）} => {时、分、秒}",0.117,1,3.667
"{多位数乘一位数,分数的初步认识,可能性,时、分、秒,万以内的加法和减法（二）} => {测量}",0.117,1,4.4
"{测量,分数的初步认识,可能性,时、分、秒,万以内的加法和减法（二）} => {多位数乘一位数}",0.117,1,7.333
"{测量,多位数乘一位数,时、分、秒,万以内的加法和减法（二）} => {分数的初步认识,可能性}",0.117,1,8.556
"{测量,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法} => {万以内的加法和减法（二）}",0.117,1,2.61
"{测量,分数的初步认识,可能性,四边形,有余数的除法,万以内的加法和减法（二）} => {时、分、秒}",0.117,1,3.667
"{分数的初步认识,可能性,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {测量}",0.117,1,4.4
"{测量,分数的初步认识,可能性,时、分、秒,万以内的加法和减法（二）} => {四边形,有余数的除法}",0.117,1,4.4
"{测量,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {分数的初步认识,可能性}",0.117,1,8.556
"{测量,多位数乘一位数,时、分、秒,四边形,有余数的除法} => {万以内的加法和减法（二）}",0.117,1,2.61
"{测量,多位数乘一位数,四边形,有余数的除法,万以内的加法和减法（二）} => {时、分、秒}",0.117,1,3.667
"{多位数乘一位数,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {测量}",0.117,1,4.4
"{测量,多位数乘一位数,时、分、秒,万以内的加法和减法（二）} => {四边形,有余数的除法}",0.117,1,4.4
"{测量,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {多位数乘一位数}",0.117,1,7.333
"{倍的认识,多位数乘一位数,时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（一）,测量} => {万以内的加法和减法（二）}",0.019,1,2.61
"{倍的认识,多位数乘一位数,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）,万以内的加法和减法（一）,测量} => {时、分、秒}",0.019,1,3.667
"{倍的认识,时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）,万以内的加法和减法（一）,测量} => {多位数乘一位数}",0.019,1,7.333
"{倍的认识,多位数乘一位数,时、分、秒,四边形,分数的初步认识,数学广角,万以内的加法和减法（二）} => {万以内的加法和减法（一）,测量}",0.019,1,6.417
"{测量,多位数乘一位数,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法} => {万以内的加法和减法（二）}",0.117,1,2.61
"{测量,多位数乘一位数,分数的初步认识,可能性,四边形,有余数的除法,万以内的加法和减法（二）} => {时、分、秒}",0.117,1,3.667
"{多位数乘一位数,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {测量}",0.117,1,4.4
"{测量,多位数乘一位数,分数的初步认识,可能性,时、分、秒,万以内的加法和减法（二）} => {四边形,有余数的除法}",0.117,1,4.4
"{测量,分数的初步认识,可能性,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {多位数乘一位数}",0.117,1,7.333
"{测量,多位数乘一位数,时、分、秒,四边形,有余数的除法,万以内的加法和减法（二）} => {分数的初步认识,可能性}",0.117,1,8.556
