"rules","support","confidence","lift"
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,泉水} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.944,14.626
"{泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,泉水,找春天,古诗两首} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.85,13.164
"{看雪,小柳树和小枣树,坐井观天} => {我要的是葫芦}",0.065,1,6.741
"{看雪,我要的是葫芦,小柳树和小枣树} => {坐井观天}",0.065,1,6.988
"{我要的是葫芦,小柳树和小枣树,坐井观天} => {看雪}",0.065,0.925,10
"{看雪,我要的是葫芦,坐井观天} => {小柳树和小枣树}",0.065,0.902,12.612
"{动手做做看,邮票齿孔的故事,画风,泉水,找春天,古诗两首} => {北京亮起来了}",0.03,0.944,6.938
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,泉水} => {找春天,古诗两首}",0.03,0.944,8.456
"{北京亮起来了,泉水,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,0.85,9.366
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
