"rules","support","confidence","lift"
"{荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光} => {柳树醒了}",0.044,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光} => {荷叶圆圆}",0.044,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了} => {棉鞋里的阳光}",0.044,1,9.661
"{荷叶圆圆,柳树醒了,棉鞋里的阳光} => {看电视,胖乎乎的小手}",0.044,0.96,9.112
"{荷叶圆圆,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,0.957,6.389
"{柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,柳树醒了,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,0.957,9.241
"{荷叶圆圆,柳树醒了,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.88,9.335
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {棉鞋里的阳光}",0.041,1,9.661
"{看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,0.957,9.079
"{荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {柳树醒了}",0.041,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {棉鞋里的阳光}",0.041,1,9.661
"{荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,0.957,9.241
"{荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.957,10.147
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.957,10.147
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了} => {月亮的心愿,两只鸟蛋}",0.041,0.957,10.147
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光} => {柳树醒了}",0.043,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光} => {荷叶圆圆}",0.043,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了} => {棉鞋里的阳光}",0.043,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光} => {看电视,胖乎乎的小手}",0.043,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.957,10.147
"{荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.917,9.724
"{荷叶圆圆,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光} => {月亮的心愿,两只鸟蛋}",0.041,0.957,10.147
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {柳树醒了}",0.041,1,6.679
"{春雨的色彩,邓小平爷爷植树,古诗两首,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {荷叶圆圆}",0.041,1,8.323
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {棉鞋里的阳光}",0.041,1,9.661
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,看电视,胖乎乎的小手,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领} => {月亮的心愿,两只鸟蛋}",0.041,1,10.608
"{春雨的色彩,邓小平爷爷植树,古诗两首,荷叶圆圆,柳树醒了,棉鞋里的阳光,松鼠和松果,美丽的小路,失物招领,月亮的心愿,两只鸟蛋} => {看电视,胖乎乎的小手}",0.041,1,9.491
